ticker,date,time,open,high,low,close,volume
SWIGGY,2024-11-22,11:35:00,413.2,413.5,413.2,413.4,4556
SWIGGY,2024-11-22,11:36:00,413.4,413.45,413.1,413.25,2987
SWIGGY,2024-11-22,11:37:00,413.25,413.8,413.15,413.45,10743
SWIGGY,2024-11-22,11:38:00,413.2,414.05,413.2,414,7285
SWIGGY,2024-11-22,11:39:00,414,414.2,413.75,414.2,3685
SWIGGY,2024-11-22,11:40:00,414.15,414.35,414,414,6489
SWIGGY,2024-11-22,11:41:00,414,414.5,414,414.45,3404
SWIGGY,2024-11-22,11:42:00,414.25,414.5,414.2,414.3,3750
SWIGGY,2024-11-22,11:43:00,414.3,414.8,414.3,414.45,6383
SWIGGY,2024-11-22,11:44:00,414.45,414.8,414.45,414.75,9264
SWIGGY,2024-11-22,11:45:00,414.6,414.75,414.25,414.25,4288
SWIGGY,2024-11-22,11:46:00,414.25,414.5,414.15,414.3,1957
SWIGGY,2024-11-22,11:47:00,414.5,414.5,413.7,413.7,4265
SWIGGY,2024-11-22,11:48:00,413.95,414.1,413.7,414.1,7920
SWIGGY,2024-11-22,11:49:00,414.05,414.15,414.05,414.05,4302
SWIGGY,2024-11-22,11:50:00,414.05,414.4,414.05,414.25,3079
SWIGGY,2024-11-22,11:51:00,414.2,414.85,414.2,414.85,3934
SWIGGY,2024-11-22,11:52:00,414.75,414.85,414,414.05,15564
SWIGGY,2024-11-22,11:53:00,414.35,414.9,414.05,414.45,2644
SWIGGY,2024-11-22,11:54:00,414.45,414.7,414.4,414.5,2278
SWIGGY,2024-11-22,11:55:00,414.5,414.7,414.4,414.7,3191
SWIGGY,2024-11-22,11:56:00,414.65,414.7,414.4,414.6,2671
SWIGGY,2024-11-22,11:57:00,414.65,414.7,414.4,414.45,5790
SWIGGY,2024-11-22,11:58:00,414.45,414.7,414.4,414.55,2092
SWIGGY,2024-11-22,11:59:00,414.55,414.7,414,414.05,20811
SWIGGY,2024-11-22,12:00:00,414,414.15,413.7,413.7,3824
SWIGGY,2024-11-22,12:01:00,413.75,414.1,413.7,414.05,1951
SWIGGY,2024-11-22,12:02:00,414.05,414.05,413.8,413.85,3974
SWIGGY,2024-11-22,12:03:00,413.7,414.6,413.7,414.5,3274
SWIGGY,2024-11-22,12:04:00,414.5,414.7,414.35,414.5,4457
SWIGGY,2024-11-22,12:05:00,414.5,414.7,414.2,414.55,3329
SWIGGY,2024-11-22,12:06:00,414.55,414.95,414.55,414.85,6371
SWIGGY,2024-11-22,12:07:00,414.85,414.9,414.25,414.75,9219
SWIGGY,2024-11-22,12:08:00,414.75,415,414.5,414.6,5184
SWIGGY,2024-11-22,12:09:00,414.65,414.95,414.55,414.6,2417
SWIGGY,2024-11-22,12:10:00,414.75,415,414.6,414.9,5576
SWIGGY,2024-11-22,12:11:00,414.7,414.9,414.45,414.45,3827
SWIGGY,2024-11-22,12:12:00,414.75,414.9,414.5,414.55,2187
SWIGGY,2024-11-22,12:13:00,414.85,415.6,414.3,415.6,24311
SWIGGY,2024-11-22,12:14:00,415.7,419.75,415.7,419,85274
SWIGGY,2024-11-22,12:15:00,419.05,419.5,418.8,418.8,23410
SWIGGY,2024-11-22,12:16:00,418.8,419.2,416.75,416.95,74291
SWIGGY,2024-11-22,12:17:00,416.95,418.3,416.75,417.35,65000
SWIGGY,2024-11-22,12:18:00,417.35,417.5,416.95,416.95,13732
SWIGGY,2024-11-22,12:19:00,416.95,417.25,416.95,417.2,3691
SWIGGY,2024-11-22,12:20:00,417,417,416.5,417,7742
SWIGGY,2024-11-22,12:21:00,417,417.45,416.7,416.8,7112
SWIGGY,2024-11-22,12:22:00,416.8,417.1,416.5,416.85,8176
SWIGGY,2024-11-22,12:23:00,416.6,416.95,416.55,416.75,4385
SWIGGY,2024-11-22,12:24:00,416.6,416.75,415.7,415.7,18344
SWIGGY,2024-11-22,12:25:00,415.7,416.05,415.2,416.05,6741
SWIGGY,2024-11-22,12:26:00,416.5,416.5,414.65,415,26229
SWIGGY,2024-11-22,12:27:00,414.9,415.85,414.9,415.8,9393
SWIGGY,2024-11-22,12:28:00,415.5,416.2,415.5,416.2,3597
SWIGGY,2024-11-22,12:29:00,416,416.25,415.85,416.2,6623
SWIGGY,2024-11-22,12:30:00,416.2,416.65,416.2,416.45,6184
SWIGGY,2024-11-22,12:31:00,416.45,416.65,416.4,416.5,1071
SWIGGY,2024-11-22,12:32:00,416.45,416.55,416,416,6488
SWIGGY,2024-11-22,12:33:00,416,416.35,415.7,416.05,2241
SWIGGY,2024-11-22,12:34:00,416.05,416.1,415.6,415.6,1860
SWIGGY,2024-11-22,12:35:00,415.85,416.7,415.65,416.65,9232
SWIGGY,2024-11-22,12:36:00,416.7,416.75,416.5,416.65,1974
SWIGGY,2024-11-22,12:37:00,416.5,416.9,416.5,416.85,5389
SWIGGY,2024-11-22,12:38:00,416.7,416.85,416.35,416.35,5403
SWIGGY,2024-11-22,12:39:00,416.35,416.5,416.1,416.2,1464
SWIGGY,2024-11-22,12:40:00,416.2,416.8,416,416.7,11275
SWIGGY,2024-11-22,12:41:00,416.7,417,416.7,416.95,5178
SWIGGY,2024-11-22,12:42:00,416.95,417,416.55,416.7,7092
SWIGGY,2024-11-22,12:43:00,416.7,417.3,416.6,417.3,6865
SWIGGY,2024-11-22,12:44:00,417.25,417.3,417,417.2,2561
SWIGGY,2024-11-22,12:45:00,417.1,417.2,416.45,416.45,3856
SWIGGY,2024-11-22,12:46:00,416.45,416.6,416.2,416.2,1179
SWIGGY,2024-11-22,12:47:00,416.2,416.5,416.2,416.5,2435
SWIGGY,2024-11-22,12:48:00,416.7,416.75,416.3,416.5,2798
SWIGGY,2024-11-22,12:49:00,416.3,417.05,416.3,417,11183
SWIGGY,2024-11-22,12:50:00,416.8,417,416.8,416.9,1080
SWIGGY,2024-11-22,12:51:00,416.9,417,415.2,415.6,20397
SWIGGY,2024-11-22,12:52:00,415.5,416.15,415.05,415.1,11806
SWIGGY,2024-11-22,12:53:00,415.2,416.1,415.2,415.45,13396
SWIGGY,2024-11-22,12:54:00,415.45,416.3,415.45,416.1,7647
SWIGGY,2024-11-22,12:55:00,416.1,416.3,416,416.25,2122
SWIGGY,2024-11-22,12:56:00,416.25,416.25,415.5,415.5,4018
SWIGGY,2024-11-22,12:57:00,415.75,416,415.7,416,2432
SWIGGY,2024-11-22,12:58:00,415.95,416,415.65,415.9,2419
SWIGGY,2024-11-22,12:59:00,415.85,415.95,415.8,415.8,3607
SWIGGY,2024-11-22,13:00:00,415.8,415.9,415.55,415.75,1765
SWIGGY,2024-11-22,13:01:00,415.75,416.15,415.7,416.1,3053
SWIGGY,2024-11-22,13:02:00,416.15,416.5,416.15,416.35,2366
SWIGGY,2024-11-22,13:03:00,416.35,416.45,416,416.05,4221
SWIGGY,2024-11-22,13:04:00,416.05,416.3,416,416,3157
SWIGGY,2024-11-22,13:05:00,416,416.1,415.8,416,2356
SWIGGY,2024-11-22,13:06:00,415.8,416,415.5,415.6,2024
SWIGGY,2024-11-22,13:07:00,415.6,415.9,415.5,415.9,1906
SWIGGY,2024-11-22,13:08:00,415.75,416.05,415.75,416,1557
SWIGGY,2024-11-22,13:09:00,416,416.05,415.95,416,2485
SWIGGY,2024-11-22,13:10:00,416,416.1,415.6,415.9,3131
SWIGGY,2024-11-22,13:11:00,415.9,416.1,415.9,416.1,1171
SWIGGY,2024-11-22,13:12:00,416.05,416.2,415.8,416.1,801
SWIGGY,2024-11-22,13:13:00,416.2,416.2,415.6,415.6,5768
SWIGGY,2024-11-22,13:14:00,415.7,416.15,415.6,415.7,6757
SWIGGY,2024-11-22,13:15:00,415.7,418.9,415.7,418.7,57739
SWIGGY,2024-11-22,13:16:00,419,419,417.65,417.75,37064
SWIGGY,2024-11-22,13:17:00,417.75,417.95,417.1,417.4,4233
SWIGGY,2024-11-22,13:18:00,417.4,417.9,416.95,417.3,4026
SWIGGY,2024-11-22,13:19:00,417.3,417.35,416.7,417,2996
SWIGGY,2024-11-22,13:20:00,417,417.1,416.25,416.45,6444
SWIGGY,2024-11-22,13:21:00,416.4,416.9,416.3,416.4,3314
SWIGGY,2024-11-22,13:22:00,416.4,416.95,416.25,416.55,3523
SWIGGY,2024-11-22,13:23:00,416.3,416.7,416.1,416.5,5751
SWIGGY,2024-11-22,13:24:00,416.5,416.5,416.1,416.1,3065
SWIGGY,2024-11-22,13:25:00,416.15,416.5,416.1,416.25,1489
SWIGGY,2024-11-22,13:26:00,416.3,416.4,416,416,8838
SWIGGY,2024-11-22,13:27:00,416,416.35,416,416.2,3841
SWIGGY,2024-11-22,13:28:00,416,416.2,415.5,416,5949
SWIGGY,2024-11-22,13:29:00,416,416.35,416,416.3,3919
SWIGGY,2024-11-22,13:30:00,416.2,416.3,416,416,3521
SWIGGY,2024-11-22,13:31:00,416,416.3,416,416.25,3988
SWIGGY,2024-11-22,13:32:00,416.25,416.3,416,416,3701
SWIGGY,2024-11-22,13:33:00,416,416.25,416,416.05,866
SWIGGY,2024-11-22,13:34:00,416.05,416.3,416,416.2,772
SWIGGY,2024-11-22,13:35:00,416.2,416.3,416.05,416.05,2426
SWIGGY,2024-11-22,13:36:00,416.05,416.7,416,416.7,12862
SWIGGY,2024-11-22,13:37:00,416.4,416.7,416.3,416.5,8282
SWIGGY,2024-11-22,13:38:00,416.5,416.75,416.5,416.75,1988
SWIGGY,2024-11-22,13:39:00,416.6,416.9,416.55,416.9,3090
SWIGGY,2024-11-22,13:40:00,416.8,416.95,416.4,416.7,10050
SWIGGY,2024-11-22,13:41:00,416.4,416.95,416.4,416.45,2735
SWIGGY,2024-11-22,13:42:00,416.4,416.6,416.15,416.55,2913
SWIGGY,2024-11-22,13:43:00,416.5,416.65,416,416.35,3434
SWIGGY,2024-11-22,13:44:00,416.25,416.25,416,416.05,6678
SWIGGY,2024-11-22,13:45:00,416.05,416.15,416,416.1,3051
SWIGGY,2024-11-22,13:46:00,416,416.05,415.8,416,6917
SWIGGY,2024-11-22,13:47:00,416,416.45,416,416.25,4513
SWIGGY,2024-11-22,13:48:00,416.25,416.3,416,416,6616
SWIGGY,2024-11-22,13:49:00,416,416.25,416,416.1,4011
SWIGGY,2024-11-22,13:50:00,416.1,416.25,416,416.1,1230
SWIGGY,2024-11-22,13:51:00,416.05,416.1,415.6,416,9397
SWIGGY,2024-11-22,13:52:00,416.05,416.3,416,416.3,4412
SWIGGY,2024-11-22,13:53:00,416.2,416.3,416,416,2305
SWIGGY,2024-11-22,13:54:00,416,416.1,415.85,415.85,3961
SWIGGY,2024-11-22,13:55:00,415.65,416.05,415.2,415.55,17551
SWIGGY,2024-11-22,13:56:00,415.55,416,415.3,415.35,6316
SWIGGY,2024-11-22,13:57:00,415.25,415.6,415.25,415.45,2888
SWIGGY,2024-11-22,13:58:00,415.45,415.8,415.25,415.8,4057
SWIGGY,2024-11-22,13:59:00,415.6,415.95,415.6,415.9,5766
SWIGGY,2024-11-22,14:00:00,415.3,416.2,415.3,416,8248
SWIGGY,2024-11-22,14:01:00,416.05,416.2,415.65,415.85,3536
SWIGGY,2024-11-22,14:02:00,415.85,416.05,415.65,416,2124
SWIGGY,2024-11-22,14:03:00,416,416.25,416,416.05,1775
SWIGGY,2024-11-22,14:04:00,416.05,416.1,416,416.05,2720
SWIGGY,2024-11-22,14:05:00,416,416.05,416,416,1872
SWIGGY,2024-11-22,14:06:00,416,416,415.7,415.95,3079
SWIGGY,2024-11-22,14:07:00,415.85,416,415.35,415.7,6837
SWIGGY,2024-11-22,14:08:00,415.7,416,415.65,416,4539
SWIGGY,2024-11-22,14:09:00,415.75,416.05,415.75,415.8,2118
SWIGGY,2024-11-22,14:10:00,415.85,415.9,415.4,415.45,2938
SWIGGY,2024-11-22,14:11:00,415.7,415.9,415.65,415.7,3045
SWIGGY,2024-11-22,14:12:00,415.7,415.8,415.7,415.8,2315
SWIGGY,2024-11-22,14:13:00,415.75,416.45,415.75,416.15,8249
SWIGGY,2024-11-22,14:14:00,416.05,416.8,416.05,416.25,5790
SWIGGY,2024-11-22,14:15:00,416.2,416.3,416,416.05,1624
SWIGGY,2024-11-22,14:16:00,416,416.05,415.55,415.95,13139
SWIGGY,2024-11-22,14:17:00,415.9,415.95,415.7,415.8,1842
SWIGGY,2024-11-22,14:18:00,415.8,415.95,415.7,415.85,2064
SWIGGY,2024-11-22,14:19:00,415.85,415.9,415.8,415.9,4221
SWIGGY,2024-11-22,14:20:00,415.85,415.95,415.85,415.95,1903
SWIGGY,2024-11-22,14:21:00,415.9,416.45,415.9,416.15,10516
SWIGGY,2024-11-22,14:22:00,416.35,416.75,416.15,416.4,4127
SWIGGY,2024-11-22,14:23:00,416.7,416.7,415.85,416.15,10085
SWIGGY,2024-11-22,14:24:00,416.15,416.45,415.7,415.75,9547
SWIGGY,2024-11-22,14:25:00,415.75,415.8,415.6,415.8,5107
SWIGGY,2024-11-22,14:26:00,415.8,416.25,415.65,416.2,6551
SWIGGY,2024-11-22,14:27:00,416.2,416.25,416.2,416.2,3325
SWIGGY,2024-11-22,14:28:00,416.2,416.45,416.2,416.25,4642
SWIGGY,2024-11-22,14:29:00,416.25,416.55,416.25,416.4,2037
SWIGGY,2024-11-22,14:30:00,416.25,416.4,416.25,416.25,849
SWIGGY,2024-11-22,14:31:00,416.25,416.55,416.2,416.2,2749
SWIGGY,2024-11-22,14:32:00,416.2,416.45,416.2,416.2,5777
SWIGGY,2024-11-22,14:33:00,416.2,416.35,416.2,416.25,1712
SWIGGY,2024-11-22,14:34:00,416.25,416.35,416.2,416.35,2044
SWIGGY,2024-11-22,14:35:00,416.25,416.4,416.25,416.35,2091
SWIGGY,2024-11-22,14:36:00,416.25,416.35,416.25,416.25,1235
SWIGGY,2024-11-22,14:37:00,416.25,416.6,416.2,416.25,3868
SWIGGY,2024-11-22,14:38:00,416.2,416.25,416.2,416.2,1907
SWIGGY,2024-11-22,14:39:00,416.2,416.25,416.2,416.2,3204
SWIGGY,2024-11-22,14:40:00,416.2,416.65,416.2,416.4,6753
SWIGGY,2024-11-22,14:41:00,416.4,416.65,416.4,416.5,1847
SWIGGY,2024-11-22,14:42:00,416.4,416.5,416.4,416.4,1407
SWIGGY,2024-11-22,14:43:00,416.5,416.7,416.4,416.65,4710
SWIGGY,2024-11-22,14:44:00,416.65,416.8,416.65,416.65,2588
SWIGGY,2024-11-22,14:45:00,416.65,416.9,416.65,416.7,2545
SWIGGY,2024-11-22,14:46:00,416.7,416.9,416.65,416.75,4059
SWIGGY,2024-11-22,14:47:00,416.7,416.75,416.65,416.65,2290
SWIGGY,2024-11-22,14:48:00,416.65,416.7,416,416.3,13024
SWIGGY,2024-11-22,14:49:00,416.05,416.3,416,416,6264
SWIGGY,2024-11-22,14:50:00,416,416.15,416,416.1,2502
SWIGGY,2024-11-22,14:51:00,416.1,416.1,416,416,1865
SWIGGY,2024-11-22,14:52:00,416,416.05,416,416,2211
SWIGGY,2024-11-22,14:53:00,416,416.2,416,416.1,2002
SWIGGY,2024-11-22,14:54:00,416.1,417,416.1,416.75,31392
SWIGGY,2024-11-22,14:55:00,416.75,417.8,416.75,417.6,19505
SWIGGY,2024-11-22,14:56:00,417.4,417.65,416.75,416.9,6573
SWIGGY,2024-11-22,14:57:00,416.75,417.15,416.45,417.05,8935
SWIGGY,2024-11-22,14:58:00,417.05,418.35,417.05,417.25,41576
SWIGGY,2024-11-22,14:59:00,417.25,417.75,416.5,416.85,21082
SWIGGY,2024-11-22,15:00:00,416.85,416.9,416.7,416.85,4161
SWIGGY,2024-11-22,15:01:00,416.75,417.7,416.75,417.25,29332
SWIGGY,2024-11-22,15:02:00,417.6,417.6,417.25,417.35,4937
SWIGGY,2024-11-22,15:03:00,417.35,417.45,417.1,417.1,2455
SWIGGY,2024-11-22,15:04:00,417.1,417.1,416.7,416.8,9720
SWIGGY,2024-11-22,15:05:00,416.75,417,416.7,416.8,5230
SWIGGY,2024-11-22,15:06:00,416.8,417.3,416.8,417.15,5869
SWIGGY,2024-11-22,15:07:00,417.15,417.55,417.15,417.15,10723
SWIGGY,2024-11-22,15:08:00,417.2,417.25,416.75,416.9,18814
SWIGGY,2024-11-22,15:09:00,416.9,417.3,416.85,416.9,17493
SWIGGY,2024-11-22,15:10:00,417.7,417.7,416.95,417.2,89580
SWIGGY,2024-11-22,15:11:00,417.15,417.3,417.15,417.2,6915
SWIGGY,2024-11-22,15:12:00,417.2,417.4,417.2,417.25,5587
SWIGGY,2024-11-22,15:13:00,417.25,417.55,417.25,417.3,10667
SWIGGY,2024-11-22,15:14:00,417.25,417.3,417.15,417.15,10231
SWIGGY,2024-11-22,15:15:00,417.15,417.2,416.6,416.6,26801
SWIGGY,2024-11-22,15:16:00,416.8,417.4,416.6,417.4,84353
SWIGGY,2024-11-22,15:17:00,417.2,417.4,416.85,417,9529
SWIGGY,2024-11-22,15:18:00,417,417,416.6,416.75,18972
SWIGGY,2024-11-22,15:19:00,416.75,417,415.65,415.85,43770
SWIGGY,2024-11-22,15:20:00,415.85,417.45,415.8,416.7,79211
